0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.046412,0.044711,0.036019,0.035775,0.034109,0.050162,0.032789,0.035856,0.027431,0.030602,0.026331,0.028692
0.069838,0.041377,0.035660,0.037755,0.036157,0.046620,0.035451,0.034745,0.033333,0.043322,0.032396,0.036354
0.141644,0.118912,0.101053,0.103738,0.109444,0.122882,0.099479,0.101493,0.086887,0.096794,0.085278,0.095069
0.042153,0.042002,0.044051,0.041065,0.041366,0.044525,0.042720,0.042512,0.043252,0.044514,0.044410,0.040428
0.002894,0.002859,0.002917,0.002917,0.002882,0.003021,0.002986,0.002963,0.002789,0.002674,0.002824,0.002639
0.058692,0.055741,0.045949,0.044560,0.047963,0.058924,0.048333,0.043993,0.042095,0.042072,0.040637,0.045417
0.051204,0.050197,0.042639,0.042396,0.045602,0.058032,0.044977,0.042674,0.040428,0.040370,0.039769,0.040880
0.040752,0.041146,0.042014,0.039699,0.040162,0.043449,0.041481,0.041181,0.041400,0.042581,0.042870,0.039433
0.063900,0.045787,0.034884,0.033762,0.032407,0.049306,0.032130,0.034873,0.025475,0.036123,0.024491,0.027211
0.027361,0.025984,0.022546,0.022269,0.024132,0.029931,0.023958,0.021806,0.020613,0.020382,0.019826,0.020162
0.072720,0.055301,0.044549,0.046493,0.043854,0.061690,0.042060,0.047326,0.035324,0.046609,0.034850,0.036782
0.067870,0.049132,0.040255,0.039722,0.038391,0.054167,0.037731,0.040162,0.031829,0.041123,0.029549,0.033808
0.060822,0.051343,0.035833,0.042292,0.038310,0.045197,0.035012,0.033345,0.028299,0.032396,0.026516,0.034896
0.065556,0.057824,0.039306,0.042396,0.040602,0.047303,0.036169,0.033472,0.031991,0.032083,0.026319,0.031100
0.059190,0.043125,0.033218,0.033252,0.032674,0.050069,0.031944,0.035463,0.025058,0.035648,0.024063,0.026447
0.074329,0.055660,0.042454,0.043484,0.042743,0.061019,0.039491,0.042616,0.032164,0.042859,0.031215,0.035266
0.043877,0.041840,0.033530,0.033009,0.031192,0.047373,0.030428,0.033264,0.024699,0.028391,0.025197,0.026053
0.089468,0.069468,0.055185,0.056435,0.056898,0.074259,0.052604,0.056725,0.045023,0.055648,0.044086,0.048218
0.026887,0.024491,0.020475,0.020637,0.022917,0.027951,0.022269,0.019780,0.018889,0.018576,0.018275,0.018403
0.081169,0.063623,0.052824,0.053877,0.052627,0.069606,0.049815,0.053912,0.042153,0.053669,0.041690,0.044062
0.084954,0.064051,0.050312,0.051725,0.051030,0.068310,0.047604,0.051435,0.039676,0.050660,0.038727,0.042407
0.021701,0.018553,0.012940,0.013704,0.014965,0.014676,0.013623,0.013773,0.012546,0.012928,0.012338,0.011956
0.084734,0.061296,0.047211,0.048762,0.047766,0.065706,0.045197,0.048796,0.037465,0.048090,0.036539,0.040012
0.052106,0.044398,0.033611,0.039606,0.036030,0.044028,0.033414,0.031157,0.027465,0.031505,0.025694,0.030995
0.087454,0.066539,0.052106,0.053553,0.053588,0.071250,0.049456,0.053958,0.041887,0.052813,0.040613,0.045278
0.061632,0.055637,0.038924,0.043657,0.041539,0.047870,0.037951,0.035428,0.031076,0.035394,0.029421,0.036146
0.074942,0.058021,0.047604,0.047928,0.047280,0.061308,0.044942,0.047292,0.035741,0.046447,0.034907,0.039132
0.053958,0.040301,0.032778,0.032118,0.030833,0.048380,0.030833,0.032882,0.024132,0.027581,0.023669,0.026262
0.040081,0.038067,0.028287,0.030278,0.030394,0.036042,0.029039,0.026528,0.023553,0.028183,0.022373,0.023993
0.056667,0.052222,0.036725,0.041458,0.039306,0.045799,0.036632,0.034549,0.029884,0.034259,0.028287,0.033912
0.059780,0.056644,0.042512,0.045810,0.046956,0.054549,0.043333,0.040729,0.037616,0.042558,0.037859,0.040324
0.026944,0.024919,0.021019,0.020949,0.022882,0.027789,0.022870,0.020590,0.019525,0.019317,0.018808,0.018796
0.085775,0.067269,0.054387,0.056782,0.055231,0.075729,0.052280,0.059769,0.044514,0.054352,0.042222,0.045648
0.074699,0.065718,0.045729,0.049039,0.048229,0.058380,0.044410,0.041806,0.031435,0.035255,0.029410,0.033843
0.091852,0.071863,0.057512,0.058750,0.059236,0.076620,0.054873,0.059005,0.047257,0.057894,0.046273,0.050509
0.015347,0.015069,0.014144,0.014583,0.015093,0.017512,0.015579,0.014375,0.013773,0.012813,0.014155,0.013461
0.025532,0.021956,0.016435,0.016736,0.017477,0.018148,0.017222,0.017569,0.016748,0.017801,0.016748,0.015532
0.045752,0.041366,0.033449,0.035417,0.036134,0.043356,0.033808,0.031968,0.029306,0.033900,0.028160,0.029676
0.003438,0.003472,0.003947,0.003368,0.003588,0.003009,0.003715,0.003889,0.003438,0.003530,0.003692,0.003090
0.015984,0.014560,0.013484,0.013738,0.014051,0.017315,0.015417,0.013634,0.012315,0.012106,0.011991,0.011690
0.070718,0.062025,0.042477,0.045787,0.044340,0.054850,0.041111,0.038727,0.028924,0.032824,0.026933,0.030914
0.077581,0.058345,0.046400,0.047338,0.047095,0.067847,0.044745,0.050579,0.036493,0.046238,0.034525,0.037870
0.040174,0.037257,0.026262,0.026308,0.027894,0.042569,0.027963,0.026736,0.022836,0.025000,0.021215,0.021933
0.070579,0.059977,0.042118,0.043970,0.043356,0.052581,0.039803,0.039306,0.033993,0.034086,0.032743,0.035289
0.023391,0.019514,0.014213,0.014410,0.014931,0.016076,0.015058,0.015058,0.014132,0.014907,0.014074,0.013380
0.056481,0.052164,0.039398,0.042650,0.043970,0.053102,0.040324,0.037824,0.035058,0.040035,0.035220,0.037002
0.079236,0.060694,0.051065,0.052083,0.050197,0.066655,0.047627,0.052951,0.041956,0.053449,0.041470,0.042083
0.023345,0.017326,0.015336,0.016319,0.016748,0.023808,0.018067,0.016215,0.015185,0.015185,0.015394,0.014074
0.012164,0.011447,0.011481,0.011435,0.011609,0.012350,0.012350,0.011424,0.011019,0.010463,0.010625,0.010613
0.099016,0.077593,0.063461,0.064757,0.064722,0.080185,0.059028,0.063727,0.051343,0.062083,0.050428,0.054931
0.058160,0.041493,0.032789,0.031782,0.030532,0.047975,0.030637,0.035174,0.024838,0.035301,0.023681,0.025741
0.065694,0.046574,0.038194,0.037650,0.036157,0.051991,0.035706,0.038044,0.028843,0.038877,0.027512,0.031493
0.086169,0.063715,0.049456,0.051192,0.050498,0.066493,0.045486,0.050104,0.037778,0.048565,0.036725,0.041273
0.084595,0.062512,0.048264,0.050370,0.052269,0.065868,0.044248,0.047639,0.035104,0.046019,0.034306,0.039699
0.094120,0.070139,0.053854,0.056516,0.060544,0.075012,0.052014,0.054271,0.040382,0.050359,0.038877,0.047292
0.015197,0.013935,0.013472,0.013160,0.013484,0.014433,0.014583,0.013287,0.012581,0.012002,0.012211,0.012118
0.060463,0.044502,0.035174,0.034769,0.033160,0.048947,0.032361,0.035255,0.025741,0.036354,0.024988,0.027674
0.036806,0.034757,0.025336,0.027002,0.026806,0.032454,0.026238,0.023981,0.021644,0.026227,0.020359,0.022025
0.077025,0.067801,0.048009,0.051493,0.050752,0.060787,0.047141,0.044005,0.033426,0.037245,0.031273,0.035891
0.028275,0.028461,0.023356,0.023137,0.024271,0.033970,0.023750,0.023461,0.022326,0.022940,0.022118,0.021539
0.058669,0.055347,0.045741,0.044178,0.048113,0.059074,0.048113,0.043819,0.041782,0.041586,0.040729,0.045324
0.050312,0.044225,0.028403,0.028021,0.027500,0.036863,0.025185,0.024977,0.022546,0.022986,0.021863,0.022824
0.066400,0.056204,0.041481,0.046817,0.044317,0.051134,0.038125,0.035961,0.030313,0.034352,0.028438,0.037315
0.069329,0.052477,0.043032,0.043148,0.041875,0.057037,0.040590,0.043229,0.032963,0.043137,0.031736,0.035127
0.038194,0.033900,0.025822,0.024965,0.024884,0.039595,0.026528,0.026644,0.023252,0.026030,0.022535,0.022593
0.022708,0.021875,0.020845,0.021979,0.021169,0.024630,0.021875,0.021528,0.020729,0.020845,0.022199,0.020150
0.035289,0.033380,0.029699,0.029468,0.031528,0.039201,0.031424,0.028993,0.027095,0.026644,0.026076,0.026354
0.116157,0.113449,0.102546,0.100845,0.106227,0.120185,0.110880,0.102789,0.098229,0.098287,0.096794,0.102743
0.064641,0.061794,0.051157,0.049884,0.054907,0.069120,0.059942,0.051493,0.047569,0.047523,0.045567,0.051076
0.056713,0.053681,0.043877,0.042188,0.046296,0.057535,0.046053,0.041991,0.039815,0.039699,0.038472,0.043056
0.044618,0.042662,0.031968,0.031586,0.031875,0.047500,0.031586,0.031759,0.026933,0.029873,0.025336,0.026678
0.036968,0.034306,0.025046,0.026968,0.027396,0.032616,0.026505,0.023449,0.021215,0.025440,0.019919,0.021678
0.065301,0.048414,0.039248,0.039664,0.038137,0.052951,0.036690,0.039606,0.029155,0.039711,0.028183,0.031551
0.040891,0.037928,0.029687,0.031794,0.031829,0.038738,0.030428,0.028345,0.025590,0.030324,0.024375,0.025833
0.054641,0.047454,0.036100,0.041713,0.039375,0.044016,0.035012,0.032245,0.028368,0.032581,0.026493,0.034167
0.054109,0.047743,0.031528,0.030833,0.029306,0.039062,0.028148,0.027639,0.025093,0.025671,0.024560,0.025613
0.027095,0.025833,0.023391,0.023958,0.025220,0.029329,0.027176,0.025116,0.023183,0.022951,0.024282,0.021944
0.049306,0.048160,0.040891,0.040556,0.043762,0.056111,0.043148,0.040683,0.038738,0.038507,0.037917,0.038981
0.062720,0.045671,0.036574,0.036551,0.034873,0.050382,0.033843,0.036528,0.026725,0.037373,0.025914,0.029051
0.027708,0.024005,0.018565,0.018356,0.019097,0.020694,0.019352,0.018947,0.017755,0.018623,0.017951,0.017870
0.049537,0.046817,0.039317,0.038854,0.043866,0.055394,0.040498,0.038333,0.038299,0.039167,0.037940,0.039537
0.027269,0.025081,0.022025,0.021505,0.023773,0.028264,0.023310,0.021065,0.019838,0.019606,0.019062,0.018993
0.025417,0.026030,0.021910,0.020729,0.021262,0.021921,0.022373,0.019236,0.017431,0.017199,0.016389,0.019074
0.097928,0.074109,0.057569,0.060671,0.064016,0.079780,0.057396,0.057697,0.043924,0.053889,0.042720,0.050961
0.063461,0.044549,0.033958,0.032870,0.031366,0.048750,0.031493,0.034595,0.025243,0.035926,0.024444,0.026562
0.073750,0.063183,0.045231,0.046806,0.046609,0.055544,0.043067,0.042905,0.037049,0.046319,0.034549,0.039120
0.026968,0.025324,0.022419,0.022269,0.023611,0.032523,0.025255,0.023542,0.019375,0.019907,0.019664,0.019398
0.063877,0.060382,0.050405,0.048912,0.054109,0.067951,0.058611,0.050521,0.046620,0.046123,0.045116,0.050394
0.038530,0.038519,0.036782,0.038009,0.038704,0.043194,0.038067,0.037130,0.030532,0.030278,0.029676,0.030162
0.050648,0.049653,0.042350,0.041991,0.044687,0.056667,0.044062,0.041736,0.040185,0.039421,0.039028,0.040706
0.053993,0.044653,0.030035,0.030833,0.030347,0.036354,0.029711,0.026470,0.023403,0.027743,0.021933,0.024907
0.033958,0.033958,0.034803,0.032674,0.032975,0.038009,0.034363,0.033472,0.031435,0.031470,0.032859,0.031285
0.040694,0.038356,0.028900,0.030718,0.030475,0.036250,0.029502,0.027049,0.023889,0.028426,0.022697,0.024873
0.072940,0.054641,0.043889,0.046123,0.045660,0.061412,0.041481,0.046262,0.034734,0.045949,0.034363,0.036204
0.047315,0.041759,0.031991,0.037951,0.034120,0.038900,0.031250,0.029132,0.025637,0.030058,0.024097,0.029213
0.099213,0.075532,0.058958,0.061852,0.065660,0.080394,0.057025,0.058819,0.044838,0.054884,0.043391,0.052384
0.029931,0.030150,0.035197,0.028866,0.029039,0.032442,0.029780,0.029595,0.028773,0.028634,0.029525,0.028368
0.018519,0.023704,0.018762,0.020220,0.020313,0.024537,0.019977,0.017431,0.016806,0.016042,0.015359,0.016088
0.005208,0.005104,0.004630,0.004884,0.005023,0.004884,0.005243,0.005255,0.004479,0.004294,0.004514,0.003866
0.042512,0.034792,0.032882,0.033738,0.037245,0.046181,0.038125,0.042512,0.027789,0.027234,0.026435,0.027315
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.013935,0.014097,0.014086,0.009606,0.010463,0.016678,0.011319,0.013530,0.012859,0.012211,0.012118,0.012940
0.119931,0.107350,0.088125,0.092477,0.094340,0.107801,0.087986,0.087488,0.083206,0.075197,0.074641,0.079873
0.077280,0.066505,0.050903,0.055058,0.055729,0.068692,0.048472,0.052720,0.057674,0.042697,0.041481,0.043113
0.040359,0.034144,0.032639,0.033646,0.037037,0.045613,0.037407,0.042512,0.027905,0.026806,0.026562,0.027211
0.070810,0.059965,0.043600,0.048414,0.048704,0.060729,0.041100,0.044988,0.049537,0.034144,0.033160,0.035833
0.076968,0.066898,0.051007,0.055880,0.058090,0.070579,0.048900,0.052280,0.056806,0.041481,0.040255,0.043438
0.077303,0.066539,0.050891,0.055093,0.055775,0.068727,0.048449,0.052755,0.057731,0.042708,0.041505,0.043229
0.051586,0.032350,0.024873,0.023935,0.022153,0.028310,0.021632,0.020278,0.019144,0.014826,0.014167,0.016782
0.056470,0.042917,0.038102,0.038322,0.044236,0.055324,0.042118,0.045856,0.030926,0.030012,0.029375,0.030544
0.017847,0.018160,0.017697,0.017465,0.017164,0.019225,0.017928,0.017338,0.017697,0.017755,0.017130,0.016481
0.010648,0.009317,0.009005,0.009259,0.009525,0.009954,0.009352,0.009109,0.010451,0.008831,0.008009,0.008981
0.069850,0.047569,0.037245,0.040556,0.037940,0.049491,0.031215,0.031065,0.026030,0.021690,0.020972,0.025324
0.054699,0.035648,0.027153,0.027002,0.024201,0.028958,0.022847,0.020451,0.020648,0.016597,0.015741,0.019410
0.021725,0.013495,0.011412,0.011481,0.012801,0.013299,0.010995,0.010602,0.013032,0.010023,0.009144,0.009641
0.050764,0.039873,0.029491,0.031389,0.030660,0.037882,0.027002,0.027199,0.036725,0.021412,0.020613,0.023403
0.014873,0.015787,0.014745,0.015336,0.015868,0.016759,0.016516,0.015440,0.014780,0.014398,0.014757,0.014606
0.067002,0.056887,0.042234,0.044190,0.044514,0.053009,0.040266,0.041562,0.049595,0.033889,0.033449,0.036019
0.055104,0.046667,0.040162,0.041944,0.044375,0.053218,0.044410,0.041481,0.029109,0.028287,0.027743,0.029051
0.044792,0.033102,0.029711,0.032986,0.033368,0.033241,0.031285,0.030127,0.039560,0.027199,0.027222,0.027512
0.063322,0.051562,0.037164,0.039549,0.038229,0.048380,0.034606,0.036389,0.044236,0.029132,0.028218,0.030116
0.029965,0.026308,0.023762,0.024954,0.026852,0.034340,0.026296,0.032014,0.018356,0.017442,0.017083,0.017951
0.065081,0.049329,0.034074,0.036655,0.035069,0.044352,0.032315,0.033796,0.042060,0.026516,0.025972,0.027731
0.074086,0.051447,0.042558,0.045046,0.045231,0.056956,0.037581,0.038032,0.028854,0.024375,0.023391,0.028368
0.065845,0.054120,0.039525,0.041782,0.041123,0.051215,0.037188,0.038993,0.046481,0.031319,0.030046,0.032743
0.063032,0.046296,0.035394,0.037118,0.034641,0.043137,0.030937,0.029387,0.027187,0.023600,0.022188,0.026227
0.028322,0.018009,0.016910,0.017593,0.018704,0.020764,0.016979,0.016574,0.015301,0.014560,0.014595,0.015394
0.014387,0.014491,0.012847,0.013345,0.013472,0.014340,0.013981,0.013565,0.013021,0.012581,0.012292,0.012789
0.057002,0.053958,0.045486,0.047731,0.050544,0.058692,0.039942,0.040602,0.030810,0.026412,0.025451,0.030081
0.066690,0.050000,0.039132,0.040394,0.039294,0.048588,0.035243,0.033565,0.031053,0.026759,0.025903,0.029931
0.072998,0.062095,0.045081,0.050127,0.050613,0.062187,0.042373,0.045961,0.050428,0.035104,0.034236,0.037072
0.045486,0.046539,0.039954,0.041678,0.044213,0.053171,0.044248,0.041285,0.028160,0.026343,0.025324,0.027604
0.064896,0.053507,0.040637,0.043669,0.042060,0.054688,0.040370,0.044294,0.046991,0.032697,0.031563,0.033750
0.060243,0.044907,0.034109,0.034525,0.032431,0.041481,0.030475,0.028113,0.025058,0.020694,0.020012,0.023333
0.069375,0.059282,0.044595,0.046331,0.046806,0.055370,0.042535,0.043831,0.051829,0.036134,0.035637,0.038310
0.045069,0.033032,0.031308,0.031632,0.035556,0.048553,0.036921,0.040544,0.025648,0.025093,0.024086,0.025787
0.033461,0.029398,0.027060,0.027720,0.029479,0.037755,0.029942,0.035741,0.022512,0.021968,0.021400,0.021528
0.059537,0.062593,0.053715,0.056319,0.059664,0.066979,0.048391,0.048831,0.038750,0.034039,0.033113,0.038889
0.045243,0.037604,0.035359,0.036354,0.039931,0.048657,0.040683,0.045127,0.030521,0.029734,0.029248,0.030174
0.034433,0.028542,0.027639,0.027882,0.031806,0.041539,0.032106,0.036505,0.021933,0.021007,0.020475,0.021412
0.056319,0.040370,0.030787,0.031088,0.028738,0.037546,0.027257,0.025046,0.022465,0.018322,0.017546,0.020602
0.054167,0.045382,0.033056,0.034873,0.034803,0.047407,0.032766,0.035278,0.041065,0.024595,0.024051,0.025868
0.016586,0.016505,0.015532,0.015521,0.016169,0.024016,0.018542,0.016042,0.015127,0.013958,0.013241,0.014572
0.061285,0.045706,0.034375,0.035613,0.033171,0.038796,0.030185,0.029259,0.028067,0.023102,0.022292,0.025150
0.031343,0.027095,0.025035,0.025370,0.026979,0.035787,0.027743,0.033565,0.019850,0.019086,0.018681,0.019444
0.066412,0.056262,0.040880,0.045278,0.046586,0.059329,0.037789,0.041863,0.047130,0.031840,0.030775,0.032465
0.056308,0.030972,0.027326,0.030856,0.031470,0.030231,0.029005,0.028588,0.039271,0.026956,0.026748,0.025787
0.049954,0.035833,0.031389,0.031840,0.037245,0.048692,0.035741,0.040058,0.024907,0.024005,0.023472,0.024560
0.034861,0.028681,0.027361,0.027454,0.030787,0.039815,0.031725,0.036366,0.021794,0.021227,0.020694,0.021887
0.075914,0.066134,0.050208,0.053796,0.052049,0.063461,0.046250,0.049630,0.055926,0.040590,0.039861,0.042106
0.043819,0.020729,0.016933,0.018160,0.017928,0.018681,0.017338,0.014769,0.016771,0.012546,0.011979,0.014525
0.012303,0.008449,0.007697,0.007743,0.008264,0.008044,0.007894,0.007419,0.007917,0.007245,0.007060,0.008553
0.062963,0.052604,0.036215,0.040313,0.037824,0.050185,0.032801,0.037083,0.042384,0.027106,0.026169,0.028414
